filename,line_num,product_code,product_name,color,size,quantity,unit_price,amount
0205バロックmoussy_星野_Part1.pdf,1,010JS155-4581,SKINNY HANDLE TOTE BAG S,BLK,FREE,1,2040,2040
0205バロックmoussy_星野_Part1.pdf,2,010JS155-4581,SKINNY HANDLE TOTE BAG S,柄BRN,FREE,1,2040,2040
0205バロックmoussy_星野_Part2.pdf,1,010JS155-4591,SKINNY HANDLE TOTE BAG,BLK,FREE,1,2195,2195
0205バロックmoussy_星野_Part2.pdf,2,010JS155-4591,SKINNY HANDLE TOTE BAG,柄BRN,FREE,1,2195,2195
0205バロックmoussy_星野_Part2.pdf,3,010JS155-4591,SKINNY HANDLE TOTE BAG,BEG,FREE,1,2195,2195
0205バロックmoussy_星野_Part3.pdf,1,029JSA55-0261,KEY CHAIN COMBI BAG,BRN,FREE,1,2300,2300
0205バロックmoussy_星野_Part3.pdf,2,029JSA55-0261,KEY CHAIN COMBI BAG,GRY,FREE,1,2300,2300
0205バロックsly_一和多.pdf,1,500JSB55-1061,2WAYスクエアバッグ,IVOY,FREE,1,2450,2450
0205バロックsly_一和多.pdf,2,500JSB55-1061,2WAYスクエアバッグ,L/BRN,FREE,1,2450,2450
0210バロックsly_一和多.pdf,1,030JSA55-2781,QUILTING F/LEATHER CHAIN BAG,IVOY,FREE,1,2500,2500
0210バロックsly_一和多.pdf,2,030JSA55-2781,QUILTING F/LEATHER CHAIN BAG,BLK,FREE,1,2500,2500
0210バロックsly_一和多.pdf,3,030JSA55-2781,QUILTING F/LEATHER CHAIN BAG,KHA,FREE,1,2500,2500
0210バロックmoussy_星野_Part1.pdf,1,010JSA55-5381,MOUSSY SOUVENIR CANVAS BAG,WHT,FREE,1,762,762
0210バロックmoussy_星野_Part1.pdf,2,010JSA55-5381,MOUSSY SOUVENIR CANVAS BAG,BLK,FREE,1,762,762
0210バロックmoussy_星野_Part1.pdf,3,010JSA55-5381,MOUSSY SOUVENIR CANVAS BAG,GRY,FREE,1,762,762
0210バロックmoussy_星野_Part2.pdf,1,010JSA55-5391,MOUSSY SOUVENIR F/LEATHER BAG,BLK,FREE,1,870,870
0210バロックmoussyazul_星野_Part1.pdf,1,250JSB55-0901,ハーフムーンショルダーバッグ,BLK,FREE,899,1680,1510320
0210バロックmoussyazul_星野_Part1.pdf,2,250JSB55-0901,ハーフムーンショルダーバッグ,OLIVE,FREE,599,1680,1006320
0210バロックmoussyazul_星野_Part2.pdf,1,010JSF01-3931,INSILENCE SLOUCHY TOTE BAG (海外卸/中国FC),BLK,FREE,100,3100,310000
0210バロックmoussyazul_星野_Part2.pdf,2,010JSF01-3931,INSILENCE SLOUCHY TOTE BAG (海外卸/中国FC),GRY,FREE,100,3100,310000
0210バロックmoussyazul_星野_Part2.pdf,3,010JSF01-3931,INSILENCE SLOUCHY TOTE BAG (moussy),BLK,FREE,299,3100,926900
0210バロックmoussyazul_星野_Part2.pdf,4,010JSF01-3931,INSILENCE SLOUCHY TOTE BAG (moussy),BRN,FREE,104,3100,322400
0210バロックmoussyazul_星野_Part2.pdf,5,010JSF01-3931,INSILENCE SLOUCHY TOTE BAG (moussy),GRY,FREE,136,3100,421600
0210バロックmoussyazul_星野_Part2.pdf,6,010JSF01-3931,INSILENCE SLOUCHY TOTE BAG (海外卸/中国FC),BLK,FREE,10,3100,31000
0210バロックmoussyazul_星野_Part2.pdf,7,010JSF01-3931,INSILENCE SLOUCHY TOTE BAG (海外卸/中国FC),GRY,FREE,10,3100,31000
0210バロックmoussyazul_星野_Part2.pdf,8,010JSF01-3931,INSILENCE SLOUCHY TOTE BAG (Sheltter),BLK,FREE,10,3100,31000
0210バロックmoussyazul_星野_Part2.pdf,9,010JSF01-3931,INSILENCE SLOUCHY TOTE BAG (Sheltter),GRY,FREE,13,3100,40300
0224バロック返品_一和多.pdf,1,030JSA01-0401,NIOHIXSLY STUDS BAG,070,00020,-1,2650,-2650
0224バロック返品_星野.pdf,1,250IAC55-1271,ワイドベルトボックスポケットバッグ,020,00020,-2,1680,-3360
0224バロック返品_星野.pdf,2,250IAC55-1311,チャームセットミニダッフルバッグ,150,00020,-1,1790,-1790
0224バロック返品_星野.pdf,3,250JSC55-0021,チャームセットバニティバッグ,080,00020,-1,1730,-1730
0224バロック返品_星野.pdf,4,250JSB55-0051,ダブルジッパーハンドバッグ,063,00020,-1,1550,-1550
0224バロック返品_星野.pdf,5,250IAC55-087K,ワイドレースアップボックスポケットミニバッグ,020,00020,-1,1680,-1680
0224バロック返品_星野.pdf,6,250JSC55-0021,チャームセットバニティ,020,00020,-1,1730,-1730
0225バロックstyle_一和多.pdf,1,500JSB55-1061,2WAYスクエアバッグ,IVOY,FREE,112,2450,274400
0225バロックstyle_一和多.pdf,2,500JSB55-1061,2WAYスクエアバッグ,L/BRN,FREE,109,2450,267050
0225バロックsly_一和多.pdf,1,030JSA55-2781,QUILTING F/LEATHER CHAIN BAG,IVOY,FREE,100,2500,250000
0225バロックsly_一和多.pdf,2,030JSA55-2781,QUILTING F/LEATHER CHAIN BAG,BLK,FREE,103,2500,257500
0225バロックsly_一和多.pdf,3,030JSA55-2781,QUILTING F/LEATHER CHAIN BAG,KHA,FREE,102,2500,255000
0225バロックsly_一和多2.pdf,1,030JSR55-1641,F/LEATHER STUDS BAG (SLY),BLK,FREE,130,2850,370500
0225バロックsly_一和多2.pdf,2,030JSR55-1641,F/LEATHER STUDS BAG (SLY),PNK,FREE,102,2850,290700
